time,temperature_2m,relativehumidity,windspeed_10m,winddirection_10m,is_day
2022-11-02T04:00,24.1,94,5.6,297,0
2022-11-02T05:00,24,94,5.7,288,0
2022-11-02T06:00,24.2,93,7.3,290,1
2022-11-02T07:00,25.3,88,6,295,1
2022-11-02T08:00,27,82,4.6,321,1
2022-11-02T09:00,28.4,76,5.4,360,1
2022-11-02T10:00,29.3,71,6.6,22,1
2022-11-02T11:00,29.9,68,7.4,39,1
2022-11-02T12:00,30.1,67,8.4,50,1
2022-11-02T13:00,29.9,68,8.7,60,1
2022-11-02T14:00,30.3,68,9.5,65,1
2022-11-02T15:00,29.6,70,9.7,75,1
2022-11-02T16:00,28.6,74,7.5,73,1
2022-11-02T17:00,28,76,3.4,108,1
2022-11-02T18:00,27.4,80,1,225,0
2022-11-02T19:00,26.4,90,2.5,270,0
2022-11-02T20:00,25.9,89,4.3,275,0
2022-11-02T21:00,25.7,90,4.3,275,0
2022-11-02T22:00,25.3,91,4.7,274,0
2022-11-02T23:00,25,92,4.7,279,0
2022-11-03T00:00,24.8,92,4.7,293,0
2022-11-03T01:00,24.5,94,2.7,293,0
2022-11-03T02:00,24.5,94,1.1,288,0
2022-11-03T03:00,24.1,96,1.5,315,0
2022-11-03T04:00,23.9,96,2.3,309,0
2022-11-03T05:00,23.8,96,2.8,310,0
2022-11-03T06:00,24,96,4.5,299,1
2022-11-03T07:00,26,87,4.8,312,1
2022-11-03T08:00,27.1,81,5.1,356,1
2022-11-03T09:00,27.8,77,5.1,8,1
2022-11-03T10:00,28.5,74,6,25,1
2022-11-03T11:00,28.9,73,5.9,52,1
2022-11-03T12:00,29.3,72,7.4,76,1
2022-11-03T13:00,29.6,71,7.9,93,1
2022-11-03T14:00,29.8,71,9.6,110,1
2022-11-03T15:00,29.6,72,4.8,103,1
2022-11-03T16:00,29.2,71,3.9,158,1
2022-11-03T17:00,27.8,76,4.1,165,1
2022-11-03T18:00,27.2,80,3.6,217,0
2022-11-03T19:00,26.7,83,4.3,275,0
2022-11-03T20:00,26.4,86,5.4,290,0
2022-11-03T21:00,26.1,89,4.2,290,0
2022-11-03T22:00,25.5,93,2.9,270,0
2022-11-03T23:00,25,94,2.2,261,0
2022-11-04T00:00,24.8,94,1.9,248,0
2022-11-04T01:00,24.5,95,2.3,231,0
2022-11-04T02:00,24.6,94,3.9,236,0
2022-11-04T03:00,24.5,94,4.1,255,0
2022-11-04T04:00,24.5,93,4,270,0
2022-11-04T05:00,24.4,93,5,270,0
2022-11-04T06:00,24.5,94,5.8,270,1
2022-11-04T07:00,25.9,89,3.3,264,1
2022-11-04T08:00,27.4,79,1.3,236,1
2022-11-04T09:00,28,76,1.8,191,1
2022-11-04T10:00,28.8,74,1.1,198,1
2022-11-04T11:00,29.4,73,0.8,153,1
2022-11-04T12:00,29.6,72,2.4,117,1
2022-11-04T13:00,29.7,73,3.4,108,1
2022-11-04T14:00,30.3,67,5.9,101,1
2022-11-04T15:00,30,69,5.8,94,1
2022-11-04T16:00,28.9,73,3.3,96,1
2022-11-04T17:00,26.9,83,7,102,1
2022-11-04T18:00,26.2,89,4,90,0
2022-11-04T19:00,25.6,91,0.8,333,0
2022-11-04T20:00,25.3,90,5.2,282,0
2022-11-04T21:00,25.2,89,7.3,303,0
2022-11-04T22:00,25,89,8.3,304,0
2022-11-04T23:00,24.9,89,7.9,300,0
2022-11-05T00:00,24.6,90,5.9,284,0
2022-11-05T01:00,24.3,91,4,265,0
2022-11-05T02:00,24.4,92,3.6,264,0
2022-11-05T03:00,24.2,93,3.2,270,0
2022-11-05T04:00,24.1,94,3.2,270,0
2022-11-05T05:00,24.1,94,4.7,274,0
2022-11-05T06:00,24,95,5.1,278,1
2022-11-05T07:00,25.2,91,3.3,283,1
2022-11-05T08:00,26.3,84,2.5,278,1
2022-11-05T09:00,27.2,80,1.6,297,1
2022-11-05T10:00,27.8,78,1.4,90,1
2022-11-05T11:00,28.1,78,5.9,104,1
2022-11-05T12:00,28.8,75,10.4,92,1
2022-11-05T13:00,28.9,74,7.4,113,1
2022-11-05T14:00,29.8,70,6,115,1
2022-11-05T15:00,28.2,77,8.1,135,1
2022-11-05T16:00,27,81,6.6,189,1
2022-11-05T17:00,26.6,82,6.7,216,1
2022-11-05T18:00,26.3,83,4.6,252,0
2022-11-05T19:00,26,85,5.4,270,0
2022-11-05T20:00,25.7,87,4.8,283,0
2022-11-05T21:00,25.4,88,5.2,282,0
2022-11-05T22:00,25.1,89,4.7,279,0
2022-11-05T23:00,24.7,91,4.7,274,0
2022-11-06T00:00,24.4,93,4.7,274,0
2022-11-06T01:00,24,94,4.8,283,0
2022-11-06T02:00,24.2,93,4.3,294,0
2022-11-06T03:00,24.1,93,4.6,309,0
2022-11-06T04:00,24,93,5.1,309,0
2022-11-06T05:00,24.1,93,5.1,262,0
2022-11-06T06:00,24,94,5.9,259,1
2022-11-06T07:00,24.8,91,5.2,245,1
2022-11-06T08:00,25.9,85,4.6,252,1
2022-11-06T09:00,27,80,3.3,276,1
2022-11-06T10:00,27.8,77,1.8,53,1
2022-11-06T11:00,28.5,75,5.2,74,1
2022-11-06T12:00,28.6,75,10.1,73,1
2022-11-06T13:00,28.8,73,9.6,56,1
2022-11-06T14:00,28.4,77,8.9,50,1
2022-11-06T15:00,28.2,79,5.5,58,1
2022-11-06T16:00,28.1,79,1.8,143,1
2022-11-06T17:00,27.8,79,0,180,1
2022-11-06T18:00,26.7,82,3,346,0
2022-11-06T19:00,25.9,89,1,45,0
2022-11-06T20:00,25.3,92,1.5,135,0
2022-11-06T21:00,25,93,2.2,171,0
2022-11-06T22:00,24.8,94,1.3,214,0
2022-11-06T23:00,24.7,93,1.6,333,0
2022-11-07T00:00,24.2,95,3.3,13,0
2022-11-07T01:00,24.1,94,6.5,341,0
2022-11-07T02:00,24.1,93,5.2,335,0
2022-11-07T03:00,24,94,5.1,321,0
2022-11-07T04:00,24,93,5.5,302,0
2022-11-07T05:00,23.8,94,3.9,304,0
2022-11-07T06:00,24,92,5.6,320,1
2022-11-07T07:00,24.6,90,6.4,308,1
2022-11-07T08:00,25.7,86,5.9,317,1
2022-11-07T09:00,26.8,82,4.8,333,1
2022-11-07T10:00,27.6,81,4,10,1
2022-11-07T11:00,28.3,79,5.6,50,1
2022-11-07T12:00,28.8,77,9,67,1
2022-11-07T13:00,28.8,77,9.4,67,1
2022-11-07T14:00,27.7,83,7.2,84,1
2022-11-07T15:00,27.4,82,4.5,119,1
2022-11-07T16:00,27.3,82,0.4,360,1
2022-11-07T17:00,27.1,82,3.1,225,1
2022-11-07T18:00,26.3,83,2.7,157,0
2022-11-07T19:00,25.1,92,2.2,189,0
2022-11-07T20:00,24.7,93,2.9,330,0
2022-11-07T21:00,24.5,94,4.7,337,0
2022-11-07T22:00,24.1,96,4.8,347,0
2022-11-07T23:00,24.2,95,4.7,351,0
2022-11-08T00:00,24,96,4.7,337,0
2022-11-08T01:00,23.8,95,4.3,312,0
2022-11-08T02:00,23.9,94,1.8,270,0
2022-11-08T03:00,23.6,95,2.6,254,0
2022-11-08T04:00,23.4,97,2.5,270,0
2022-11-08T05:00,23.5,97,2.3,321,0
2022-11-08T06:00,23.7,95,2.8,310,1
2022-11-08T07:00,24.3,94,3.7,299,1
2022-11-08T08:00,24.9,91,3.7,331,1
2022-11-08T09:00,25.5,87,5.1,8,1
2022-11-08T10:00,26.2,83,6.8,32,1
2022-11-08T11:00,26.7,81,7.4,51,1
2022-11-08T12:00,26.8,82,6.9,62,1
2022-11-08T13:00,25.9,88,8.3,85,1
2022-11-08T14:00,27.6,78,8.7,97,1
2022-11-08T15:00,27.4,80,4.1,135,1
2022-11-08T16:00,26.9,82,0.8,207,1
2022-11-08T17:00,26.5,83,1,45,1
2022-11-08T18:00,25.9,86,0.4,360,0
2022-11-08T19:00,24.8,93,1.1,270,0
2022-11-08T20:00,24.5,94,2.8,220,0
2022-11-08T21:00,24.5,93,3.6,233,0
2022-11-08T22:00,24.4,93,4.1,232,0
2022-11-08T23:00,24.2,94,5.2,236,0
2022-11-09T00:00,24.1,94,4.9,253,0
2022-11-09T01:00,24,94,5.6,243,0
2022-11-09T02:00,23.7,95,6.3,239,0
2022-11-09T03:00,23.6,94,7.1,240,0
2022-11-09T04:00,23.6,94,6.2,234,0
2022-11-09T05:00,23.5,94,5.1,262,0
2022-11-09T06:00,23.4,95,4.8,257,1
2022-11-09T07:00,24.4,91,4.1,255,1
2022-11-09T08:00,25.7,87,4.1,225,1
2022-11-09T09:00,27.1,78,4.6,219,1
2022-11-09T10:00,27.9,73,4.7,171,1
2022-11-09T11:00,28.3,70,6.7,164,1
2022-11-09T12:00,28.7,68,7.3,169,1
2022-11-09T13:00,28.9,68,8.2,157,1
2022-11-09T14:00,29.1,67,7.8,146,1
2022-11-09T15:00,28.8,69,6.6,167,1
2022-11-09T16:00,27.7,76,5.8,184,1
2022-11-09T17:00,27,79,2.5,352,1
2022-11-09T18:00,26.3,82,2.8,220,0
2022-11-09T19:00,26,84,5,249,0
2022-11-09T20:00,25.7,85,4.1,232,0
2022-11-09T21:00,25.3,87,5,240,0
2022-11-09T22:00,24.9,89,6.1,242,0
2022-11-09T23:00,24.5,91,5.7,235,0
2022-11-10T00:00,24.2,92,5.5,238,0
2022-11-10T01:00,24,92,5.6,230,0
2022-11-10T02:00,24.1,94,6.4,227,0
2022-11-10T03:00,23.9,94,6.4,232,0
2022-11-10T04:00,23.8,94,5.6,243,0
2022-11-10T05:00,23.7,95,4.1,225,0
2022-11-10T06:00,23.7,95,4.6,219,1
2022-11-10T07:00,24.4,92,4.2,200,1
2022-11-10T08:00,25.4,88,3.6,186,1
2022-11-10T09:00,26.2,83,6.2,187,1
2022-11-10T10:00,26.6,81,6.4,196,1
2022-11-10T11:00,26.9,80,7.4,194,1
2022-11-10T12:00,27.2,79,9,185,1
2022-11-10T13:00,27.4,78,11.6,175,1
2022-11-10T14:00,28.2,75,11.5,176,1
2022-11-10T15:00,27.5,78,13.3,180,1
2022-11-10T16:00,27.5,78,13.1,201,1
2022-11-10T17:00,27,80,11.1,209,1
2022-11-10T18:00,26.4,82,9.1,214,0
2022-11-10T19:00,26,84,9,209,0
2022-11-10T20:00,25.6,86,8.2,209,0
2022-11-10T21:00,25.2,87,6.8,212,0
2022-11-10T22:00,24.9,88,7.7,221,0
2022-11-10T23:00,24.4,91,7.7,208,0
2022-11-11T00:00,24.2,92,8.7,204,0
2022-11-11T01:00,24.1,92,10,210,0
2022-11-11T02:00,24.3,92,7.9,227,0
2022-11-11T03:00,24.2,92,8,216,0
2022-11-11T04:00,24.1,92,6.9,219,0
2022-11-11T05:00,24,93,7.8,214,0
2022-11-11T06:00,24.1,93,7.9,219,1
2022-11-11T07:00,24.9,90,8,216,1
2022-11-11T08:00,26.1,85,8.4,220,1
2022-11-11T09:00,27.1,81,9.9,213,1
2022-11-11T10:00,28.4,77,11.1,216,1
2022-11-11T11:00,28.9,73,10.5,207,1
2022-11-11T12:00,29.3,70,10.6,204,1
2022-11-11T13:00,28.9,71,14.4,193,1
2022-11-11T14:00,28.2,73,17.2,191,1
2022-11-11T15:00,28.1,75,14.3,192,1
2022-11-11T16:00,27.6,77,14.5,194,1
2022-11-11T17:00,27.3,78,14.3,192,1
2022-11-11T18:00,26.7,80,14.8,194,0
2022-11-11T19:00,26.3,81,13.2,197,0
2022-11-11T20:00,25.9,83,12.5,198,0
2022-11-11T21:00,25.6,83,11.8,203,0
2022-11-11T22:00,25.4,84,11,203,0
2022-11-11T23:00,25.1,86,10,201,0
2022-11-12T00:00,24.8,87,10.8,210,0
2022-11-12T01:00,24.5,88,11.1,216,0
2022-11-12T02:00,24.4,88,10.7,220,0
2022-11-12T03:00,24.4,88,8.9,220,0
2022-11-12T04:00,24.2,88,7.1,225,0
2022-11-12T05:00,24,90,6.6,229,0
2022-11-12T06:00,24,91,7.7,217,1
2022-11-12T07:00,24.9,88,6.5,214,1
2022-11-12T08:00,26.1,83,6.4,207,1
2022-11-12T09:00,27.1,79,6.1,208,1
2022-11-12T10:00,28.3,75,6,197,1
2022-11-12T11:00,29.1,73,4.7,184,1
2022-11-12T12:00,29.8,72,6,155,1
2022-11-12T13:00,29.3,75,3,166,1
2022-11-12T14:00,28.1,78,4.4,189,1
2022-11-12T15:00,26.9,82,4,180,1
2022-11-12T16:00,26.5,86,3,256,1
2022-11-12T17:00,26.2,88,3.3,229,1
2022-11-12T18:00,25.9,90,3.6,270,0
2022-11-12T19:00,25.5,92,4.7,247,0
2022-11-12T20:00,25.4,93,5.5,238,0
2022-11-12T21:00,25.1,94,6.7,216,0
2022-11-12T22:00,25,94,5.6,220,0
2022-11-12T23:00,24.9,94,4.6,225,0
2022-11-13T00:00,24.6,94,4.1,232,0
2022-11-13T01:00,24.5,94,4.1,218,0
2022-11-13T02:00,24.1,94,5.4,222,0
2022-11-13T03:00,23.9,94,6.3,239,0
2022-11-13T04:00,23.8,95,5.5,247,0
2022-11-13T05:00,23.7,95,5.4,222,0
2022-11-13T06:00,23.8,95,5.4,222,1
2022-11-13T07:00,24.5,92,5.1,219,1
2022-11-13T08:00,25.6,87,5.7,235,1
2022-11-13T09:00,26.5,83,5.3,242,1
2022-11-13T10:00,27.5,78,1.5,256,1
2022-11-13T11:00,28.3,76,3.6,53,1
2022-11-13T12:00,27.9,78,8,63,1
2022-11-13T13:00,28,79,10.4,56,1
2022-11-13T14:00,27.9,78,9.2,69,1
2022-11-13T15:00,27.2,80,4.7,81,1
2022-11-13T16:00,26.8,83,2.9,83,1
2022-11-13T17:00,26.3,86,1,225,1
2022-11-13T18:00,25.6,90,1.6,297,0
2022-11-13T19:00,25.1,92,3.3,283,0
2022-11-13T20:00,24.8,93,3.6,264,0
2022-11-13T21:00,24.6,95,2.4,243,0
2022-11-13T22:00,24.4,96,1.3,236,0
2022-11-13T23:00,24.4,96,2.3,231,0
2022-11-14T00:00,24.3,96,3.6,233,0
2022-11-14T01:00,24.1,94,4.5,241,0
2022-11-14T02:00,24.2,94,5.3,242,0
2022-11-14T03:00,24,95,5.3,242,0
2022-11-14T04:00,23.8,95,6,253,0
2022-11-14T05:00,23.7,95,4.6,252,0
2022-11-14T06:00,23.8,95,5.7,252,1
2022-11-14T07:00,24.8,91,4.8,257,1
2022-11-14T08:00,26,86,3.3,257,1
2022-11-14T09:00,27.5,78,2.4,207,1
2022-11-14T10:00,28.5,73,2.2,99,1
2022-11-14T11:00,29.3,71,3.3,77,1
2022-11-14T12:00,29.8,70,4.8,77,1
2022-11-14T13:00,29.7,71,7.1,114,1
2022-11-14T14:00,30,67,5.9,101,1
2022-11-14T15:00,29.5,68,9.1,99,1
2022-11-14T16:00,28.7,72,7.9,156,1
2022-11-14T17:00,27.9,75,4.7,180,1
2022-11-14T18:00,27.1,78,5.7,198,0
2022-11-14T19:00,26.2,83,6.1,220,0
2022-11-14T20:00,25.8,85,5.8,248,0
2022-11-14T21:00,25.6,87,4.8,243,0
2022-11-14T22:00,25.1,91,5.3,242,0
2022-11-14T23:00,24.7,93,4.7,238,0
2022-11-15T00:00,24.6,92,4.5,241,0
2022-11-15T01:00,24.3,94,4.5,241,0
2022-11-15T02:00,24.6,91,5.2,236,0
2022-11-15T03:00,24.5,91,4.8,228,0
2022-11-15T04:00,24.3,92,4.3,222,0
2022-11-15T05:00,24.1,93,3.9,202,0
2022-11-15T06:00,24.1,94,2.5,225,1
2022-11-15T07:00,25.4,89,4.2,239,1
2022-11-15T08:00,26.4,83,4.1,225,1
2022-11-15T09:00,27.4,78,3.9,202,1
2022-11-15T10:00,28.2,75,5.2,164,1
2022-11-15T11:00,28.7,75,7.1,139,1
2022-11-15T12:00,28.7,76,12,141,1
2022-11-15T13:00,28.8,77,14.3,162,1
2022-11-15T14:00,28.2,76,12.2,180,1
2022-11-15T15:00,28.5,74,10.8,184,1
2022-11-15T16:00,28.6,73,10.5,174,1
2022-11-15T17:00,28.2,74,2.9,173,1
2022-11-15T18:00,27,80,6.2,170,0
2022-11-15T19:00,26.5,83,8.1,167,0
2022-11-15T20:00,26.4,84,6.5,174,0
2022-11-15T21:00,26.1,85,6.5,180,0
2022-11-15T22:00,25.9,86,5.1,184,0
2022-11-15T23:00,25.6,87,3.2,207,0
2022-11-16T00:00,25.3,88,2.6,214,0
2022-11-16T01:00,25,89,2.5,225,0
2022-11-16T02:00,25.2,87,3.8,221,0
2022-11-16T03:00,25.2,87,5,210,0
2022-11-16T04:00,25,87,5.1,225,0
2022-11-16T05:00,24.8,88,3.1,234,0
2022-11-16T06:00,24.7,90,3.7,259,1
2022-11-16T07:00,25.5,87,2.1,239,1
2022-11-16T08:00,26.3,84,5.2,155,1
2022-11-16T09:00,27,79,7.2,153,1
2022-11-16T10:00,27.8,76,6.4,137,1
2022-11-16T11:00,28.4,73,8.6,112,1
2022-11-16T12:00,28.8,72,9.9,100,1
2022-11-16T13:00,29,73,13.2,107,1
2022-11-16T14:00,28.5,78,10.3,115,1
2022-11-16T15:00,28.5,78,7.6,115,1
2022-11-16T16:00,28.1,80,5.2,106,1
2022-11-16T17:00,27.3,80,3.1,36,1
2022-11-16T18:00,26.8,82,5,360,0
2022-11-16T19:00,26,87,6.5,354,0
2022-11-16T20:00,25.4,94,6.8,357,0
2022-11-16T21:00,24.9,93,5,360,0
2022-11-16T22:00,24.7,94,5.2,344,0
2022-11-16T23:00,24.6,94,5.2,344,0
2022-11-17T00:00,24.4,94,6.4,344,0
2022-11-17T01:00,24.4,94,5.4,8,0
2022-11-17T02:00,24.5,94,4.7,67,0
2022-11-17T03:00,24.4,94,4.8,77,0
2022-11-17T04:00,24.3,95,6.6,41,0
2022-11-17T05:00,24.3,94,3.5,66,0
2022-11-17T06:00,24.1,95,2.5,98,1
2022-11-17T07:00,24.6,94,2.5,135,1
2022-11-17T08:00,24.9,93,5.4,132,1
2022-11-17T09:00,25.5,88,12.2,152,1
2022-11-17T10:00,24.9,92,17.1,173,1
2022-11-17T11:00,25.1,86,15.7,191,1
2022-11-17T12:00,25,84,15.5,202,1
2022-11-17T13:00,25.2,80,12.7,205,1
2022-11-17T14:00,25.7,79,12.3,212,1
2022-11-17T15:00,25.7,79,10.7,220,1
2022-11-17T16:00,25.9,76,11,229,1
2022-11-17T17:00,26.1,74,4.6,219,1
2022-11-17T18:00,25.9,73,7.5,215,0
2022-11-17T19:00,25.7,74,6.6,221,0
2022-11-17T20:00,25.5,76,6.4,223,0
2022-11-17T21:00,25.1,78,6.4,227,0
2022-11-17T22:00,24.7,81,5.4,233,0
2022-11-17T23:00,24.5,83,6.3,239,0
2022-11-18T00:00,24.4,85,7.7,233,0
2022-11-18T01:00,24.4,86,7.9,231,0
2022-11-18T02:00,24.6,85,7.7,233,0
2022-11-18T03:00,24.5,87,7.2,233,0
2022-11-18T04:00,24.4,88,7.7,233,0
2022-11-18T05:00,24.3,88,5.9,232,0
2022-11-18T06:00,24.4,89,7.2,243,1
2022-11-18T07:00,25.5,85,7.3,237,1
2022-11-18T08:00,26.7,79,8.9,207,1
2022-11-18T09:00,27.6,75,9.4,198,1
2022-11-18T10:00,28.4,71,9.5,191,1
2022-11-18T11:00,29.2,69,11.9,177,1
2022-11-18T12:00,29.8,69,15,170,1
2022-11-18T13:00,29.1,71,16.1,170,1
2022-11-18T14:00,29.3,69,15.9,176,1
2022-11-18T15:00,28.1,72,16.6,180,1
2022-11-18T16:00,26.8,78,14.8,177,1
2022-11-18T17:00,26.3,81,8.3,198,1
2022-11-18T18:00,25.8,83,6.8,198,0
2022-11-18T19:00,25.2,88,8,185,0
2022-11-18T20:00,25,88,7.8,202,0
2022-11-18T21:00,25,87,7.1,221,0
2022-11-18T22:00,24.8,87,5.9,232,0
2022-11-18T23:00,24.7,88,5.4,222,0
2022-11-19T00:00,24.5,87,6.6,202,0
2022-11-19T01:00,24.3,89,9.2,206,0
2022-11-19T02:00,24.3,88,10.3,209,0
2022-11-19T03:00,24.2,89,10.2,219,0
2022-11-19T04:00,24.1,89,10,229,0
2022-11-19T05:00,24,89,6.8,212,0
2022-11-19T06:00,24,89,6.6,225,1
2022-11-19T07:00,24.5,88,7.6,225,1
2022-11-19T08:00,25.6,84,9.5,209,1
2022-11-19T09:00,26.5,80,11.9,194,1
2022-11-19T10:00,27.4,75,14,180,1
2022-11-19T11:00,28.1,72,16.4,171,1
2022-11-19T12:00,28.7,69,17.9,171,1
2022-11-19T13:00,29.1,67,19.2,174,1
2022-11-19T14:00,29.2,69,20.2,175,1
2022-11-19T15:00,29.1,69,19.8,179,1
2022-11-19T16:00,28.7,70,18.4,186,1
2022-11-19T17:00,28.1,73,14,192,1
2022-11-19T18:00,27.2,76,13,194,0
2022-11-19T19:00,26.4,80,13.6,202,0
2022-11-19T20:00,25.8,82,12.2,208,0
2022-11-19T21:00,25.5,84,9.4,220,0
2022-11-19T22:00,25.2,85,8.7,222,0
2022-11-19T23:00,24.9,86,9.8,216,0
2022-11-20T00:00,24.8,87,10.8,217,0
2022-11-20T01:00,24.7,87,12.3,212,0
2022-11-20T02:00,24.8,86,13.4,207,0
2022-11-20T03:00,24.8,86,14,206,0
2022-11-20T04:00,24.8,85,14,206,0
2022-11-20T05:00,24.7,85,11.8,207,0
2022-11-20T06:00,24.7,86,12.2,208,1
2022-11-20T07:00,25.1,84,12.7,215,1
2022-11-20T08:00,26,81,15.1,213,1
2022-11-20T09:00,27,77,17.1,208,1
2022-11-20T10:00,28,73,18.1,201,1
2022-11-20T11:00,28.7,69,18.8,197,1
2022-11-20T12:00,28.9,68,18.8,197,1
2022-11-20T13:00,29.2,67,19.2,197,1
2022-11-20T14:00,30.2,62,19,199,1
2022-11-20T15:00,30,62,17.4,198,1
2022-11-20T16:00,29.4,65,17.2,196,1
2022-11-20T17:00,28.5,69,15.3,189,1
2022-11-20T18:00,27.2,74,15.3,189,0
2022-11-20T19:00,26.3,77,14.8,194,0
2022-11-20T20:00,25.8,79,13.7,198,0
2022-11-20T21:00,25.3,82,12.8,202,0
2022-11-20T22:00,25,84,11.3,202,0
2022-11-20T23:00,24.7,85,10.5,202,0
2022-11-21T00:00,24.5,87,10.6,204,0
2022-11-21T01:00,24.4,88,10,206,0
2022-11-21T02:00,24.4,87,9.8,208,0
2022-11-21T03:00,24.2,88,10.5,207,0
2022-11-21T04:00,24.2,89,10.5,211,0
2022-11-21T05:00,24,89,9.9,213,0
2022-11-21T06:00,24,90,10.1,215,1
2022-11-21T07:00,25,87,9.3,216,1
2022-11-21T08:00,26.4,81,9.6,214,1
2022-11-21T09:00,27.7,75,10.6,208,1
2022-11-21T10:00,28.9,71,12.3,201,1
2022-11-21T11:00,29.6,69,12.5,192,1
2022-11-21T12:00,30.1,68,12.4,188,1
2022-11-21T13:00,30.3,68,13.4,186,1
2022-11-21T14:00,30.4,62,14.5,186,1
2022-11-21T15:00,30.2,63,15.2,187,1
2022-11-21T16:00,29.6,65,15.3,189,1
2022-11-21T17:00,28.8,70,14,179,1
2022-11-21T18:00,27.7,74,14.1,183,0
2022-11-21T19:00,26.9,77,14.4,193,0
2022-11-21T20:00,26.3,79,13.8,200,0
2022-11-21T21:00,25.8,81,11.8,207,0
2022-11-21T22:00,25.4,82,10.8,210,0
2022-11-21T23:00,25,84,10.5,211,0
2022-11-22T00:00,24.6,86,10.2,212,0
2022-11-22T01:00,24.3,88,9.8,216,0
2022-11-22T02:00,24.5,87,8.9,220,0
2022-11-22T03:00,24.4,87,8.4,223,0
2022-11-22T04:00,24.4,87,8.7,225,0
2022-11-22T05:00,24.3,87,8.9,212,0
2022-11-22T06:00,24.3,88,9.7,219,1
2022-11-22T07:00,25.2,85,9.9,224,1
2022-11-22T08:00,26.4,80,10,221,1
2022-11-22T09:00,27.6,75,10.4,214,1
2022-11-22T10:00,28.6,70,12.1,207,1
2022-11-22T11:00,29.4,67,14,203,1
2022-11-22T12:00,29.8,66,15.9,198,1
2022-11-22T13:00,30.2,65,17.5,199,1
2022-11-22T14:00,30.2,66,17.9,202,1
2022-11-22T15:00,29.5,69,16.7,199,1
2022-11-22T16:00,29,70,16.2,201,1
2022-11-22T17:00,28.3,73,15.7,196,1
2022-11-22T18:00,27.6,76,14.8,203,0
2022-11-22T19:00,26.9,78,13.9,211,0
2022-11-22T20:00,26.4,80,11.8,218,0
2022-11-22T21:00,26.1,80,9.7,219,0
2022-11-22T22:00,25.7,82,8.2,221,0
2022-11-22T23:00,25.3,85,8.4,220,0
2022-11-23T00:00,25,86,7.9,219,0
2022-11-23T01:00,24.8,87,7.8,214,0
2022-11-23T02:00,25,85,7.4,219,0
2022-11-23T03:00,24.9,86,6.6,221,0
2022-11-23T04:00,24.8,87,6.3,211,0
2022-11-23T05:00,24.7,88,7.9,196,0
2022-11-23T06:00,24.6,89,8.8,199,1
2022-11-23T07:00,25.2,87,8.1,212,1
2022-11-23T08:00,26.1,83,7,215,1
2022-11-23T09:00,27.1,78,7.1,204,1
2022-11-23T10:00,28.2,73,8.5,192,1
2022-11-23T11:00,29.2,70,11.2,180,1
2022-11-23T12:00,29.5,70,13.6,169,1
2022-11-23T13:00,29.4,70,15,169,1
2022-11-23T14:00,29.6,70,14.8,167,1
2022-11-23T15:00,29.5,70,11.2,176,1
2022-11-23T16:00,28.5,74,12,173,1
2022-11-23T17:00,27,79,7.7,191,1
2022-11-23T18:00,26,84,6.3,211,0
2022-11-23T19:00,25.9,84,6.6,193,0
2022-11-23T20:00,25.6,85,6.1,180,0
2022-11-23T21:00,25.5,85,5.1,188,0
2022-11-23T22:00,25.2,86,4.1,195,0
2022-11-23T23:00,25,87,3.8,221,0
2022-11-24T00:00,24.7,89,5.6,225,0
2022-11-24T01:00,24.7,89,7.1,225,0
2022-11-24T02:00,25,86,7.9,227,0
2022-11-24T03:00,25,86,8.2,232,0
2022-11-24T04:00,24.9,86,7.6,245,0
2022-11-24T05:00,24.6,87,9.7,228,0
2022-11-24T06:00,24.5,89,9.4,230,1
2022-11-24T07:00,25.3,87,9.5,217,1
2022-11-24T08:00,26.3,82,11.9,194,1
2022-11-24T09:00,27,79,17.3,192,1
2022-11-24T10:00,26,83,16,194,1
2022-11-24T11:00,26.3,84,12.8,191,1
2022-11-24T12:00,26.9,83,14.4,193,1
2022-11-24T13:00,28,82,13.6,197,1
2022-11-24T14:00,28.6,74,14.8,193,1
2022-11-24T15:00,28.2,74,14.1,199,1
2022-11-24T16:00,28,75,12.7,209,1
2022-11-24T17:00,27.7,75,10.5,207,1
2022-11-24T18:00,27.1,77,10.3,205,0
2022-11-24T19:00,26.5,79,9.3,216,0
2022-11-24T20:00,26,81,7.4,227,0
2022-11-24T21:00,25.5,82,7.7,229,0
2022-11-24T22:00,25.2,83,6.2,234,0
2022-11-24T23:00,24.8,83,5.7,235,0
2022-11-25T00:00,24.4,84,5.2,236,0
2022-11-25T01:00,24.1,86,4.8,228,0
2022-11-25T02:00,24,88,5.3,242,0
2022-11-25T03:00,23.7,89,5.7,252,0
2022-11-25T04:00,23.5,90,5.5,259,0
2022-11-25T05:00,23.3,91,4.4,279,0
2022-11-25T06:00,23.2,92,5.9,281,1
2022-11-25T07:00,24.3,89,5.1,274,1
2022-11-25T08:00,26.1,79,2.9,277,1
2022-11-25T09:00,27.5,70,0.8,27,1
2022-11-25T10:00,28.5,66,2.7,67,1
2022-11-25T11:00,29.2,64,3.6,96,1
2022-11-25T12:00,29.5,63,5.3,118,1
2022-11-25T13:00,29.9,63,7.2,127,1
2022-11-25T14:00,30.1,63,7.4,141,1
2022-11-25T15:00,29.9,63,7.2,162,1
2022-11-25T16:00,29.6,63,8.7,163,1
2022-11-25T17:00,28.8,67,5.1,141,1
2022-11-25T18:00,28,71,6,155,0
2022-11-25T19:00,27.4,75,4.7,184,0
