time,temperature_2m,relativehumidity,windspeed_10m,winddirection_10m,is_day
2022-08-06T00:00,23.6,94,3.8,253,0
2022-08-06T01:00,23.3,95,4,265,0
2022-08-06T02:00,23.6,93,3.6,264,0
2022-08-06T03:00,23,95,3.2,270,0
2022-08-06T04:00,22.7,96,4,270,0
2022-08-06T05:00,22.7,96,5.4,262,0
2022-08-06T06:00,22.5,96,6.1,267,0
2022-08-06T07:00,23.2,95,6.8,267,1
2022-08-06T08:00,25.2,88,4.7,270,1
2022-08-06T09:00,26.7,81,3.7,281,1
2022-08-06T10:00,27.8,74,1.6,297,1
2022-08-06T11:00,28.6,69,1,45,1
2022-08-06T12:00,29.1,67,2.5,98,1
2022-08-06T13:00,29.4,66,3.8,107,1
2022-08-06T14:00,29.9,62,5.3,118,1
2022-08-06T15:00,29.7,63,6.4,128,1
2022-08-06T16:00,28.9,66,6.5,146,1
2022-08-06T17:00,28.3,69,5.4,172,1
2022-08-06T18:00,27.5,72,3.6,180,0
2022-08-06T19:00,26.6,78,2.2,9,0
2022-08-06T20:00,25.7,86,5.4,8,0
2022-08-06T21:00,25.4,86,5.8,356,0
2022-08-06T22:00,24.7,89,4.7,337,0
2022-08-06T23:00,24.4,90,4.9,324,0
2022-08-07T00:00,24.1,91,4.8,312,0
2022-08-07T01:00,23.7,93,3.9,304,0
2022-08-07T02:00,23.2,95,3.2,297,0
2022-08-07T03:00,22.8,96,2.4,297,0
2022-08-07T04:00,22.4,97,2.3,288,0
2022-08-07T05:00,22.3,97,2.3,288,0
2022-08-07T06:00,22.2,97,4.1,285,0
2022-08-07T07:00,23.2,95,6.2,280,1
2022-08-07T08:00,25.4,86,5.8,292,1
2022-08-07T09:00,26.8,77,5.6,320,1
2022-08-07T10:00,27.9,72,4.8,347,1
2022-08-07T11:00,28.7,69,3.6,45,1
2022-08-07T12:00,29.1,67,5.9,79,1
2022-08-07T13:00,29.5,67,6.8,90,1
2022-08-07T14:00,29.6,66,7.9,87,1
2022-08-07T15:00,29.1,68,8.7,85,1
2022-08-07T16:00,28.9,68,4.7,58,1
2022-08-07T17:00,27.6,74,1.3,304,1
2022-08-07T18:00,26.4,80,3.1,306,0
2022-08-07T19:00,25.7,84,3.5,294,0
2022-08-07T20:00,25.2,87,4.5,284,0
2022-08-07T21:00,24.7,89,4.3,294,0
2022-08-07T22:00,24.2,91,3.5,294,0
2022-08-07T23:00,23.7,94,2.9,300,0
2022-08-08T00:00,23.3,96,2.9,300,0
2022-08-08T01:00,23,96,3.6,315,0
2022-08-08T02:00,23.5,94,2.8,310,0
2022-08-08T03:00,23.4,94,3.5,294,0
2022-08-08T04:00,23.4,94,4.1,285,0
2022-08-08T05:00,23.2,94,4.8,283,0
2022-08-08T06:00,23.1,94,6,287,0
2022-08-08T07:00,23.6,93,7.3,279,1
2022-08-08T08:00,24.8,89,5.8,270,1
2022-08-08T09:00,26.5,81,3.3,264,1
2022-08-08T10:00,27.9,73,1.6,243,1
2022-08-08T11:00,28.9,69,1.5,166,1
2022-08-08T12:00,29.6,66,2.3,129,1
2022-08-08T13:00,30,64,4.1,105,1
2022-08-08T14:00,30.1,62,5.4,86,1
2022-08-08T15:00,29.8,64,6.6,77,1
2022-08-08T16:00,29.4,66,9.1,81,1
2022-08-08T17:00,28.8,69,10.5,84,1
2022-08-08T18:00,27.9,72,8.7,85,0
2022-08-08T19:00,27.3,76,7.8,77,0
2022-08-08T20:00,26.6,82,4.3,48,0
2022-08-08T21:00,25.9,86,2.2,9,0
2022-08-08T22:00,25.4,87,3.2,333,0
2022-08-08T23:00,25.4,88,3.1,315,0
2022-08-09T00:00,26.2,83,2.4,297,0
2022-08-09T01:00,26.1,81,2.4,297,0
2022-08-09T02:00,24.5,89,1.6,297,0
2022-08-09T03:00,24.8,87,2.5,278,0
2022-08-09T04:00,24.1,89,3.3,283,0
2022-08-09T05:00,23.3,94,4.2,250,0
2022-08-09T06:00,23.3,93,4.7,261,0
2022-08-09T07:00,24.1,91,6.5,264,1
2022-08-09T08:00,25.9,84,4.5,256,1
2022-08-09T09:00,27.2,77,1.8,217,1
2022-08-09T10:00,28.2,72,2.3,108,1
2022-08-09T11:00,28.8,69,4,85,1
2022-08-09T12:00,29.4,66,6,73,1
2022-08-09T13:00,29.7,65,6.6,61,1
2022-08-09T14:00,29.8,65,5.6,63,1
2022-08-09T15:00,29.7,65,4.9,73,1
2022-08-09T16:00,29.5,65,4,95,1
2022-08-09T17:00,29.1,67,2.9,120,1
2022-08-09T18:00,28.3,73,2.6,146,0
2022-08-09T19:00,27.7,74,2.9,150,0
2022-08-09T20:00,27,77,1.8,127,0
2022-08-09T21:00,25.5,85,2.3,18,0
2022-08-09T22:00,25.1,87,3.6,6,0
2022-08-09T23:00,25.4,86,3.8,319,0
2022-08-10T00:00,24.5,91,3.6,315,0
2022-08-10T01:00,24.2,92,3.4,302,0
2022-08-10T02:00,24.1,90,3.9,304,0
2022-08-10T03:00,23.9,91,3.5,294,0
2022-08-10T04:00,23.7,92,3.4,288,0
2022-08-10T05:00,23.5,93,3.4,288,0
2022-08-10T06:00,23.3,94,4.1,285,0
2022-08-10T07:00,23.9,93,5.5,281,1
2022-08-10T08:00,26.5,81,4.1,285,1
2022-08-10T09:00,27.6,75,3.3,311,1
2022-08-10T10:00,28.7,69,4.4,351,1
2022-08-10T11:00,29.5,65,6.2,10,1
2022-08-10T12:00,30,63,6.6,29,1
2022-08-10T13:00,30,63,7.4,43,1
2022-08-10T14:00,30.2,62,7.2,53,1
2022-08-10T15:00,30.1,62,6.1,50,1
2022-08-10T16:00,29.8,64,6,57,1
2022-08-10T17:00,29.2,67,4.7,94,1
2022-08-10T18:00,28.2,71,5.2,115,0
2022-08-10T19:00,27.5,76,3.3,131,0
2022-08-10T20:00,26.8,81,1.3,56,0
2022-08-10T21:00,26.6,82,3.7,331,0
2022-08-10T22:00,25.6,86,4.3,318,0
2022-08-10T23:00,25.7,85,4.7,302,0
2022-08-11T00:00,25.4,86,5.6,310,0
2022-08-11T01:00,25,87,5.2,304,0
2022-08-11T02:00,24.7,89,4.2,290,0
2022-08-11T03:00,24.2,91,3.7,281,0
2022-08-11T04:00,23.9,93,4.3,270,0
2022-08-11T05:00,23.7,94,3.6,270,0
2022-08-11T06:00,23.4,95,4.3,275,0
2022-08-11T07:00,24.1,93,5.4,274,1
2022-08-11T08:00,26.5,82,4.7,274,1
2022-08-11T09:00,27.8,75,3.6,315,1
2022-08-11T10:00,28.9,70,6.2,353,1
2022-08-11T11:00,29.7,66,7.3,9,1
2022-08-11T12:00,30.2,64,7.2,18,1
2022-08-11T13:00,30.5,63,6.4,38,1
2022-08-11T14:00,30.6,63,5.8,60,1
2022-08-11T15:00,30.5,63,5.7,72,1
2022-08-11T16:00,30.2,65,6.4,74,1
2022-08-11T17:00,29.5,67,5.3,62,1
2022-08-11T18:00,28.3,73,5.3,28,0
2022-08-11T19:00,27.7,76,6.2,21,0
2022-08-11T20:00,27,84,6.5,360,0
2022-08-11T21:00,26.8,84,4.6,342,0
2022-08-11T22:00,26.4,84,3.9,304,0
2022-08-11T23:00,25.7,89,3.6,276,0
2022-08-12T00:00,25.7,87,3.7,281,0
2022-08-12T01:00,25.3,90,3.2,270,0
2022-08-12T02:00,24.9,92,2.5,262,0
2022-08-12T03:00,25.1,89,2.3,252,0
2022-08-12T04:00,24.7,90,1.8,270,0
2022-08-12T05:00,24.2,93,2.2,270,0
2022-08-12T06:00,23.8,95,3.3,283,0
2022-08-12T07:00,25,91,3.7,281,1
2022-08-12T08:00,27,81,1.1,288,1
2022-08-12T09:00,28,76,1.6,27,1
2022-08-12T10:00,29,73,2.4,63,1
2022-08-12T11:00,29.7,70,2.2,81,1
2022-08-12T12:00,30.3,69,2.9,97,1
2022-08-12T13:00,30.4,69,6.2,97,1
2022-08-12T14:00,30.6,66,5.5,101,1
2022-08-12T15:00,29.9,68,5.6,130,1
2022-08-12T16:00,28.5,72,5.1,135,1
2022-08-12T17:00,27.5,76,1.1,198,1
2022-08-12T18:00,27,79,2.2,171,0
2022-08-12T19:00,25.8,85,3.7,331,0
2022-08-12T20:00,25,92,6,335,0
2022-08-12T21:00,24.8,90,6.4,333,0
2022-08-12T22:00,24.7,90,7.3,327,0
2022-08-12T23:00,24.6,89,6.6,315,0
2022-08-13T00:00,24.4,90,3.3,283,0
2022-08-13T01:00,23.9,92,3.5,246,0
2022-08-13T02:00,24.5,93,4.3,246,0
2022-08-13T03:00,24.3,93,5.6,243,0
2022-08-13T04:00,24.3,91,5.8,248,0
2022-08-13T05:00,24.3,91,4.2,250,0
2022-08-13T06:00,24.1,92,3.7,241,0
2022-08-13T07:00,24.6,91,5.7,235,1
2022-08-13T08:00,26.3,84,5.5,212,1
2022-08-13T09:00,27.6,77,5.1,188,1
2022-08-13T10:00,28.6,73,4,170,1
2022-08-13T11:00,29.5,69,3.1,144,1
2022-08-13T12:00,30,67,4.1,105,1
2022-08-13T13:00,30.2,66,5.4,90,1
2022-08-13T14:00,30.6,62,7.6,85,1
2022-08-13T15:00,29.5,67,9.8,73,1
2022-08-13T16:00,29.3,68,8.8,35,1
2022-08-13T17:00,28.5,70,7.6,3,1
2022-08-13T18:00,27.5,73,6.4,333,0
2022-08-13T19:00,26.9,77,5.7,325,0
2022-08-13T20:00,26.2,84,6.6,338,0
2022-08-13T21:00,25.7,84,8.4,335,0
2022-08-13T22:00,25.8,82,7.8,326,0
2022-08-13T23:00,25.2,87,6.2,306,0
2022-08-14T00:00,24.6,89,4,297,0
2022-08-14T01:00,24.1,92,3.2,270,0
2022-08-14T02:00,23.9,92,2.7,247,0
2022-08-14T03:00,23.6,93,2.5,270,0
2022-08-14T04:00,23.7,91,3.8,287,0
2022-08-14T05:00,23.7,91,5.9,256,0
2022-08-14T06:00,23.6,92,5.8,263,0
2022-08-14T07:00,23.7,92,6.5,273,1
2022-08-14T08:00,25.3,87,5.1,274,1
2022-08-14T09:00,26.9,76,3.7,299,1
2022-08-14T10:00,28.1,71,4.2,340,1
2022-08-14T11:00,29,68,5.7,18,1
2022-08-14T12:00,29.7,66,7.6,31,1
2022-08-14T13:00,29.9,65,8.9,47,1
2022-08-14T14:00,30.2,65,11.5,58,1
2022-08-14T15:00,29.5,69,11.8,63,1
2022-08-14T16:00,28.5,73,9.3,54,1
2022-08-14T17:00,27.6,77,7.3,33,1
2022-08-14T18:00,26.6,81,6.5,19,0
2022-08-14T19:00,25.9,85,3.3,354,0
2022-08-14T20:00,25.4,87,2.3,309,0
2022-08-14T21:00,24.5,94,4.1,285,0
2022-08-14T22:00,24,96,3.3,311,0
2022-08-14T23:00,23.8,96,3.2,297,0
2022-08-15T00:00,23.8,95,3.3,283,0
2022-08-15T01:00,23.8,95,2.5,278,0
2022-08-15T02:00,23.7,95,3,284,0
2022-08-15T03:00,23.5,96,2.3,309,0
2022-08-15T04:00,23.5,96,3.6,315,0
2022-08-15T05:00,23.7,94,3.8,311,0
2022-08-15T06:00,23.4,95,4.4,261,0
2022-08-15T07:00,23.8,93,4,270,1
2022-08-15T08:00,25,89,1.9,338,1
2022-08-15T09:00,25.8,84,5.4,360,1
2022-08-15T10:00,27.3,78,7.9,3,1
2022-08-15T11:00,27.9,75,7.6,8,1
2022-08-15T12:00,28.4,73,7.2,18,1
2022-08-15T13:00,28.9,71,6,25,1
2022-08-15T14:00,29.8,67,6.6,45,1
2022-08-15T15:00,29.7,68,5.7,18,1
2022-08-15T16:00,28,75,5.6,27,1
2022-08-15T17:00,27.1,78,4.1,322,1
2022-08-15T18:00,26.6,81,1.5,45,0
2022-08-15T19:00,26,89,1.1,180,0
2022-08-15T20:00,25.8,84,0.7,270,0
2022-08-15T21:00,24.9,90,3.1,324,0
2022-08-15T22:00,24.8,91,1.5,256,0
2022-08-15T23:00,24.4,92,4.7,176,0
2022-08-16T00:00,24,95,4,170,0
2022-08-16T01:00,23.7,96,2.8,230,0
2022-08-16T02:00,23.6,95,3.8,221,0
2022-08-16T03:00,23.5,94,4.4,215,0
2022-08-16T04:00,23.5,94,4.5,209,0
2022-08-16T05:00,23.4,95,1.6,243,0
2022-08-16T06:00,23.2,96,2.5,278,1
2022-08-16T07:00,23.8,95,3,284,1
2022-08-16T08:00,25.2,90,1.8,270,1
2022-08-16T09:00,26.5,83,0.5,315,1
2022-08-16T10:00,27.6,79,0.4,270,1
2022-08-16T11:00,28.2,77,2.3,108,1
2022-08-16T12:00,28.5,76,5.4,94,1
2022-08-16T13:00,29.2,73,7.6,93,1
2022-08-16T14:00,29.3,68,3.7,169,1
2022-08-16T15:00,29.4,68,3,166,1
2022-08-16T16:00,29.4,68,4.5,151,1
2022-08-16T17:00,28.5,69,5.9,128,1
2022-08-16T18:00,27.3,74,5.6,135,0
2022-08-16T19:00,26.4,80,6.4,137,0
2022-08-16T20:00,25.7,88,4.3,132,0
2022-08-16T21:00,25.2,90,1.5,14,0
2022-08-16T22:00,24.9,89,3.1,324,0
2022-08-16T23:00,24.6,91,6.1,298,0
2022-08-17T00:00,24.4,91,6.8,295,0
2022-08-17T01:00,24.2,91,7.1,294,0
2022-08-17T02:00,24.4,90,6.5,289,0
2022-08-17T03:00,24.2,90,5.5,293,0
2022-08-17T04:00,24.1,91,4.4,305,0
2022-08-17T05:00,23.9,91,4.3,312,0
2022-08-17T06:00,23.8,91,4.1,308,1
2022-08-17T07:00,24.4,89,5.2,295,1
2022-08-17T08:00,25.9,82,4.6,321,1
2022-08-17T09:00,26.9,78,6.2,353,1
2022-08-17T10:00,27.7,74,5.8,7,1
2022-08-17T11:00,28.4,72,6,17,1
2022-08-17T12:00,29.2,70,7.7,28,1
2022-08-17T13:00,29.4,69,9.2,39,1
2022-08-17T14:00,29.4,68,11.2,40,1
2022-08-17T15:00,29,71,9,29,1
2022-08-17T16:00,27.4,77,6.9,28,1
2022-08-17T17:00,27,79,7.2,27,1
2022-08-17T18:00,26.5,82,3.7,29,0
2022-08-17T19:00,26,87,2.1,301,0
2022-08-17T20:00,25.5,90,2,315,0
2022-08-17T21:00,25.2,91,2.9,330,0
2022-08-17T22:00,25.2,90,3.1,324,0
2022-08-17T23:00,24.9,91,3.3,311,0
2022-08-18T00:00,24.6,91,3.1,306,0
2022-08-18T01:00,24.5,91,3.1,306,0
2022-08-18T02:00,24.8,90,3.6,307,0
2022-08-18T03:00,24.6,90,4.7,293,0
2022-08-18T04:00,24.5,91,5.5,281,0
2022-08-18T05:00,24.3,92,4.3,270,0
2022-08-18T06:00,24,93,4.7,274,1
2022-08-18T07:00,24.6,91,5.4,278,1
2022-08-18T08:00,26.3,83,4.2,290,1
2022-08-18T09:00,27.5,75,4.1,322,1
2022-08-18T10:00,28.6,69,5,360,1
2022-08-18T11:00,29.4,64,6.7,16,1
2022-08-18T12:00,30.1,59,9,16,1
2022-08-18T13:00,30.4,57,10.5,22,1
2022-08-18T14:00,30.3,58,12.1,27,1
2022-08-18T15:00,30.1,59,12.7,29,1
2022-08-18T16:00,29.6,61,12.8,32,1
2022-08-18T17:00,29,65,9.4,40,1
2022-08-18T18:00,28.1,68,9.4,47,0
2022-08-18T19:00,27.5,71,7.7,41,0
2022-08-18T20:00,26.9,75,5,360,0
2022-08-18T21:00,26,79,4.1,322,0
2022-08-18T22:00,25.4,82,4.6,315,0
2022-08-18T23:00,24.9,84,4.3,312,0
2022-08-19T00:00,24.5,87,3.8,311,0
2022-08-19T01:00,24,89,3.7,299,0
2022-08-19T02:00,23.8,90,4,297,0
2022-08-19T03:00,23.7,89,4.6,288,0
2022-08-19T04:00,23.7,89,5.1,278,0
2022-08-19T05:00,23.5,89,5.8,266,0
2022-08-19T06:00,23.4,90,4.7,270,1
2022-08-19T07:00,24.1,89,5.4,274,1
2022-08-19T08:00,26.7,76,4,275,1
2022-08-19T09:00,28,68,2.3,321,1
2022-08-19T10:00,29.1,63,5,360,1
2022-08-19T11:00,30,60,8.3,5,1
2022-08-19T12:00,30.5,58,10.2,10,1
2022-08-19T13:00,30.8,58,11.2,15,1
2022-08-19T14:00,31,56,11,23,1
2022-08-19T15:00,30.8,58,11.2,33,1
2022-08-19T16:00,30.3,61,11.5,46,1
2022-08-19T17:00,29.4,66,10.6,55,1
2022-08-19T18:00,28.4,71,9.7,59,0
2022-08-19T19:00,27.8,75,8.5,54,0
2022-08-19T20:00,27.3,78,8.2,49,0
2022-08-19T21:00,26.9,81,7.6,31,0
2022-08-19T22:00,26.5,83,6.8,25,0
2022-08-19T23:00,26,85,5.1,356,0
2022-08-20T00:00,25.6,88,4.9,343,0
2022-08-20T01:00,25,89,4.3,318,0
2022-08-20T02:00,24.7,90,4.3,294,0
2022-08-20T03:00,24.4,90,4.5,284,0
2022-08-20T04:00,24.4,90,4.4,279,0
2022-08-20T05:00,24.3,90,4.6,288,0
2022-08-20T06:00,24.2,90,4.3,294,1
2022-08-20T07:00,24.8,88,5.4,290,1
2022-08-20T08:00,26.9,78,4.4,305,1
2022-08-20T09:00,28.1,72,5,330,1
2022-08-20T10:00,29.1,67,5.8,353,1
2022-08-20T11:00,29.8,64,7.3,9,1
2022-08-20T12:00,30.1,63,9.9,19,1
2022-08-20T13:00,30.4,64,11.8,27,1
2022-08-20T14:00,30.7,60,12.5,33,1
2022-08-20T15:00,30.3,63,12,39,1
2022-08-20T16:00,29.9,65,9.5,37,1
2022-08-20T17:00,28.4,71,6,57,1
2022-08-20T18:00,27.7,76,4,85,0
2022-08-20T19:00,26.9,80,1.3,56,0
2022-08-20T20:00,26.3,85,2,45,0
2022-08-20T21:00,25.6,88,4.3,66,0
2022-08-20T22:00,25.2,88,3.2,90,0
2022-08-20T23:00,24.9,89,2.3,141,0
2022-08-21T00:00,24.8,89,1.9,202,0
2022-08-21T01:00,24.6,90,2.9,210,0
2022-08-21T02:00,25,87,4.3,204,0
2022-08-21T03:00,24.7,88,5.8,202,0
2022-08-21T04:00,24.9,85,6.2,201,0
2022-08-21T05:00,24.7,86,5.9,218,0
2022-08-21T06:00,24.5,88,6,237,1
2022-08-21T07:00,25,87,7.4,247,1
2022-08-21T08:00,26.4,81,6,237,1
2022-08-21T09:00,27.5,75,2.9,240,1
2022-08-21T10:00,28.3,71,1.5,45,1
2022-08-21T11:00,28.7,69,4.7,58,1
2022-08-21T12:00,28.9,69,7.2,63,1
2022-08-21T13:00,28,74,7.4,76,1
2022-08-21T14:00,28.8,69,5.4,94,1
2022-08-21T15:00,28.7,70,3.8,107,1
2022-08-21T16:00,28.2,71,4.6,108,1
2022-08-21T17:00,27.8,72,2.7,67,1
2022-08-21T18:00,26.4,80,3.2,360,0
2022-08-21T19:00,25.6,86,0.5,225,0
2022-08-21T20:00,24.7,91,3.4,212,0
2022-08-21T21:00,24.4,91,6.3,204,0
2022-08-21T22:00,24.2,93,6.5,199,0
2022-08-21T23:00,24.1,93,6.6,209,0
2022-08-22T00:00,24,92,5.2,214,0
2022-08-22T01:00,24,92,4.3,204,0
2022-08-22T02:00,23.8,92,4.3,228,0
2022-08-22T03:00,23.6,93,4.8,243,0
2022-08-22T04:00,23.6,93,4.7,247,0
2022-08-22T05:00,23.5,93,5.2,236,0
2022-08-22T06:00,23.3,94,6,245,1
2022-08-22T07:00,24,92,6.5,251,1
2022-08-22T08:00,25.3,85,4.9,234,1
2022-08-22T09:00,26.3,80,4.1,195,1
2022-08-22T10:00,27.1,77,2.9,150,1
2022-08-22T11:00,27.8,75,3.6,96,1
2022-08-22T12:00,28.2,74,6,65,1
2022-08-22T13:00,28.7,74,9.7,68,1
2022-08-22T14:00,28.7,73,11.1,61,1
2022-08-22T15:00,28.5,74,9.3,62,1
2022-08-22T16:00,27.6,76,7.2,63,1
2022-08-22T17:00,26.9,80,4.5,29,1
2022-08-22T18:00,26.3,81,5.2,25,0
2022-08-22T19:00,25.9,84,2.3,18,0
2022-08-22T20:00,25.3,89,1,315,0
2022-08-22T21:00,25.4,87,1.8,270,0
2022-08-22T22:00,24.6,92,2.5,262,0
2022-08-22T23:00,24,94,2.5,262,0
2022-08-23T00:00,23.7,95,2.2,279,0
2022-08-23T01:00,23.4,96,2.4,297,0
2022-08-23T02:00,23.7,95,2.6,304,0
2022-08-23T03:00,23.6,95,2.6,304,0
2022-08-23T04:00,23.4,96,3.2,297,0
2022-08-23T05:00,23.1,96,1.8,270,0
2022-08-23T06:00,23.2,96,2.9,263,1
2022-08-23T07:00,24.3,92,4.8,257,1
2022-08-23T08:00,25.7,86,4,265,1
2022-08-23T09:00,27.2,79,3.9,304,1
2022-08-23T10:00,28.4,71,5.5,349,1
2022-08-23T11:00,29.4,66,7.7,11,1
2022-08-23T12:00,29.9,63,8.5,28,1
2022-08-23T13:00,30.3,62,8.9,40,1
2022-08-23T14:00,30.5,62,9.4,50,1
2022-08-23T15:00,30.1,64,10.3,61,1
2022-08-23T16:00,29.5,66,10.3,61,1
2022-08-23T17:00,28.8,70,8.2,61,1
2022-08-23T18:00,28.1,73,4,63,0
2022-08-23T19:00,27.4,77,3.3,103,0
2022-08-23T20:00,26.7,83,3.1,135,0
2022-08-23T21:00,26.2,85,2.2,180,0
2022-08-23T22:00,26.3,82,3.6,233,0
2022-08-23T23:00,25,91,4.4,235,0
2022-08-24T00:00,24.9,91,4.2,250,0
2022-08-24T01:00,24.5,91,4.1,255,0
2022-08-24T02:00,24.5,92,3.8,253,0
2022-08-24T03:00,23.9,94,3.5,246,0
2022-08-24T04:00,23.5,94,3.9,248,0
2022-08-24T05:00,23.4,94,4.4,261,0
2022-08-24T06:00,23.2,95,3.6,276,1
2022-08-24T07:00,24.3,93,4,275,1
2022-08-24T08:00,26.7,80,2.3,288,1
2022-08-24T09:00,27.6,75,2.2,360,1
2022-08-24T10:00,28.6,70,3,14,1
2022-08-24T11:00,29.3,67,3.7,29,1
2022-08-24T12:00,29.7,65,4.6,45,1
2022-08-24T13:00,29.8,64,5.5,58,1
2022-08-24T14:00,30.2,62,5.8,68,1
2022-08-24T15:00,30.2,62,5.9,76,1
2022-08-24T16:00,29.7,64,7,78,1
2022-08-24T17:00,29,68,7.5,73,1
2022-08-24T18:00,27.8,73,6.3,77,0
2022-08-24T19:00,27.2,79,3.6,53,0
2022-08-24T20:00,26.7,81,3.2,360,0
2022-08-24T21:00,26.2,83,4.8,347,0
2022-08-24T22:00,25.5,87,3.4,18,0
2022-08-24T23:00,25,90,2.9,360,0
2022-08-25T00:00,24.5,94,2.3,321,0
2022-08-25T01:00,24.1,93,2.6,286,0
2022-08-25T02:00,24.3,91,3.3,264,0
2022-08-25T03:00,24.2,91,3.7,259,0
2022-08-25T04:00,24.2,91,4.1,255,0
2022-08-25T05:00,24,92,4,243,0
2022-08-25T06:00,23.9,93,3.8,253,1
2022-08-25T07:00,24.5,91,5.6,255,1
2022-08-25T08:00,26.2,82,4.4,261,1
2022-08-25T09:00,27.5,75,2.6,286,1
2022-08-25T10:00,28.8,69,3.3,6,1
2022-08-25T11:00,29.7,65,6.1,28,1
2022-08-25T12:00,30,64,8.1,45,1
2022-08-25T13:00,29.6,66,10.2,51,1
2022-08-25T14:00,29.8,61,11.2,50,1
2022-08-25T15:00,29.4,62,11.6,54,1
2022-08-25T16:00,29,64,9.1,56,1
2022-08-25T17:00,28.4,66,5.7,72,1
2022-08-25T18:00,27.4,78,2.5,90,0
2022-08-25T19:00,26.8,77,1.6,63,0
2022-08-25T20:00,26.3,80,0.8,63,0
2022-08-25T21:00,25.7,83,1.5,256,0
2022-08-25T22:00,24.5,90,3.4,238,0
2022-08-25T23:00,23.9,92,4.4,235,0
2022-08-26T00:00,23.6,94,4.7,238,0
2022-08-26T01:00,23.5,94,5,240,0
2022-08-26T02:00,23.4,94,4.8,243,0
2022-08-26T03:00,23.2,93,5.6,243,0
2022-08-26T04:00,23.2,92,5.8,248,0
2022-08-26T05:00,23,93,5.3,242,0
2022-08-26T06:00,22.8,93,6.6,248,1
2022-08-26T07:00,23.8,89,7.4,247,1
2022-08-26T08:00,26.2,77,6,237,1
2022-08-26T09:00,27.7,68,5.2,214,1
2022-08-26T10:00,28.9,62,2.9,187,1
2022-08-26T11:00,29.8,59,3,76,1
2022-08-26T12:00,30.2,58,6.4,47,1
2022-08-26T13:00,30.4,58,6.6,45,1
2022-08-26T14:00,30.1,59,7.7,62,1
2022-08-26T15:00,29.7,61,7.6,71,1
2022-08-26T16:00,29.1,64,5.9,76,1
2022-08-26T17:00,28.4,67,5.2,65,1
2022-08-26T18:00,27.6,78,3.6,90,0
2022-08-26T19:00,27,80,3.7,101,0
2022-08-26T20:00,27.2,73,2.3,108,0
2022-08-26T21:00,26.9,73,0.8,243,0
2022-08-26T22:00,25.4,85,2.4,243,0
2022-08-26T23:00,25.1,84,3.4,252,0
2022-08-27T00:00,24.8,86,4.1,255,0
2022-08-27T01:00,24.3,88,4.1,255,0
2022-08-27T02:00,24.3,91,3.4,252,0
2022-08-27T03:00,24,92,3,256,0
2022-08-27T04:00,24.1,90,1.5,256,0
2022-08-27T05:00,24,90,3.6,225,0
2022-08-27T06:00,23.3,94,5,240,1
2022-08-27T07:00,24.9,89,6.8,252,1
2022-08-27T08:00,26.8,78,5.5,238,1
2022-08-27T09:00,27.8,72,3.1,234,1
2022-08-27T10:00,28.9,67,0.4,90,1
2022-08-27T11:00,29.5,64,4.5,76,1
2022-08-27T12:00,29.3,65,7.6,82,1
2022-08-27T13:00,29.2,67,9.4,92,1
2022-08-27T14:00,28.6,69,11.7,108,1
2022-08-27T15:00,28.1,72,8.4,130,1
2022-08-27T16:00,27.4,75,4.4,145,1
2022-08-27T17:00,26.5,78,6.6,112,1
2022-08-27T18:00,25.7,83,6.3,121,0
2022-08-27T19:00,25.5,84,4.3,138,0
2022-08-27T20:00,25.2,88,4,180,0
2022-08-27T21:00,25.4,85,3.4,212,0
2022-08-27T22:00,24.9,88,2.3,231,0
2022-08-27T23:00,24.6,89,2.9,263,0
2022-08-28T00:00,24.4,92,3.7,281,0
2022-08-28T01:00,24.1,93,4.7,279,0
2022-08-28T02:00,24.2,93,4.7,279,0
2022-08-28T03:00,23.9,92,4.3,265,0
2022-08-28T04:00,23.8,92,4.8,243,0
2022-08-28T05:00,23.6,93,4.3,222,0
2022-08-28T06:00,23.4,93,5.2,236,1
2022-08-28T07:00,24,92,5.2,236,1
2022-08-28T08:00,25.1,86,4.3,204,1
2022-08-28T09:00,26.3,80,5.8,173,1
2022-08-28T10:00,27.2,77,7.8,146,1
2022-08-28T11:00,28,75,9.7,117,1
2022-08-28T12:00,27.6,76,12,123,1
2022-08-28T13:00,28,75,12.9,120,1
2022-08-28T14:00,28.1,75,12.9,117,1
2022-08-28T15:00,28.1,76,7.3,101,1
2022-08-28T16:00,27.5,77,8.6,92,1
2022-08-28T17:00,26.5,81,4.7,113,1
2022-08-28T18:00,26,85,1.8,349,0
2022-08-28T19:00,25.3,91,4.1,315,0
2022-08-28T20:00,24.8,92,6.4,308,0
2022-08-28T21:00,24.7,91,6.6,315,0
2022-08-28T22:00,24.5,92,6.6,311,0
2022-08-28T23:00,24,95,6.5,304,0
2022-08-29T00:00,24,95,4.8,297,0
2022-08-29T01:00,23.8,95,3.1,291,0
2022-08-29T02:00,23.5,95,1.6,297,0
2022-08-29T03:00,23.5,95,1.4,270,0
2022-08-29T04:00,23.1,96,2.2,270,0
2022-08-29T05:00,23,96,4.8,243,0
2022-08-29T06:00,22.9,96,5.5,238,1
2022-08-29T07:00,24.2,91,6.1,225,1
2022-08-29T08:00,25.7,83,5.4,217,1
2022-08-29T09:00,26.9,77,5.1,219,1
2022-08-29T10:00,28.1,71,2.1,211,1
2022-08-29T11:00,29.1,67,1.8,79,1
2022-08-29T12:00,29.5,66,4.7,81,1
2022-08-29T13:00,29.2,67,6.1,93,1
2022-08-29T14:00,29.8,65,6.1,90,1
